Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 96 479
hẹn	96 458 148 479
tái	148 458 201 479
khám:	201 458 253 479
Thứ	253 458 306 479
sáu,	306 458 359 479
11/06/2021	359 458 411 479
Ngày	636 494 726 512
06/05/2021	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BSCKI.	584 585 652 612
Nguyễn	652 585 721 612
Tiến	721 585 789 612
Bình	789 585 857 612
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
13/05/2021	773 677 867 693
16:05:15	867 677 960 693

TYT	33 52 87 66
XÃ	87 52 140 66
NGUYÊN	140 52 193 66
LÝ	193 52 246 66
Số	483 78 553 97
phiếu	553 78 623 97
2869/2019	623 78 693 97
4658398	811 82 896 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 849 137
Nữ	892 126 922 137
65403	664 159 728 171
35	390 160 419 171
35	477 160 503 171
207	567 160 607 171
lần/phút	220 177 279 190
Huyết	279 177 337 190
áp:	337 177 396 190
Mạch:	36 179 94 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 191 83 205
lâm	83 191 129 205
sàng:	129 191 176 205
Xét	176 191 223 205
nghiệm	223 191 270 205
đường	270 191 316 205
máu	316 191 363 205
mao	363 191 410 205
mạch	410 191 457 205
tại	457 191 503 205
giường	503 191 550 205
(một	550 191 597 205
lần);	597 191 644 205
Chấn	33 202 80 219
đoán:	80 202 127 219
E11	127 202 174 219
-	174 202 220 219
Bệnh	220 202 267 219
đái	267 202 314 219
tháo	314 202 361 219
đường	361 202 407 219
không	407 202 454 219
phụ	454 202 501 219
thuộc	501 202 548 219
insulin;	548 202 594 219
(110)	594 202 641 219
Tăng	641 202 688 219
huyết	688 202 735 219
áp	735 202 781 219
vô	781 202 828 219
căn	828 202 875 219
(nguyên	875 202 922 219
phát)	36 221 85 233
1)	59 282 150 302
GLUCOFAST	150 282 241 302
500	241 282 332 302
500mg	332 282 423 302
SL:	771 283 819 300
60	819 283 867 300
Viên	867 283 915 300
Ghi	48 302 101 320
chú	101 302 154 320
Uống:	154 302 207 320
2)	57 319 129 340
KAVASDIN	129 319 202 340
5	202 319 275 340
5mg	275 319 348 340
SL:	771 321 818 337
30	818 321 864 337
viên	864 321 911 337
Ghi	48 340 97 356
chú	97 340 146 356
Uống	146 340 196 356
Sáng	374 341 410 355
1	410 341 446 355
viên	446 341 483 355
Cộng	41 359 94 376
khoản:	94 359 148 376
2	148 359 201 376
khoản	201 359 254 376
Lời	42 377 84 391
dặn	84 377 125 391
đơn	125 377 167 391
thuốc:	167 377 209 391
Ngày	42 396 85 410
hẹn	85 396 128 410
tái	128 396 171 410
khám:	171 396 214 410
Ngày	627 421 716 435
21/11/2019	716 421 806 435
Bệnh	83 433 125 447
nhân	125 433 168 447
ký	168 433 211 447
nhận	211 433 254 447
Y,	645 441 675 454
Bác	675 441 705 454
sĩ	705 441 735 454
điều	735 441 764 454
trị	764 441 794 454
NHS.	575 491 641 509
Nguyễn	641 491 707 509
Thị	707 491 774 509
Nguyên	774 491 840 509
Tái	42 530 87 546
khám	87 530 131 546
xin	131 530 175 546
mang	175 530 219 546
theo	219 530 263 546
đơn,	263 530 307 546
xét	307 530 351 546
nghiệm,	351 530 396 546
phim	396 530 440 546
(nếu	440 530 484 546
có)	484 530 528 546
25/12/2021	759 559 854 573
23:54:50	854 559 949 573

TYT	33 52 87 66
XÃ	87 52 140 66
NGUYÊN	140 52 193 66
LÝ	193 52 246 66
Số	483 78 548 97
phiếu	548 78 612 97
214/2020	612 78 677 97
4658398	811 82 896 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 849 137
Nữ	892 126 922 137
65403	664 159 728 171
35	390 160 419 171
35	477 160 503 171
207	567 160 607 171
lần/phút	220 177 279 190
Huyết	279 177 337 190
áp:	337 177 396 190
Mạch:	36 179 94 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 191 83 205
lâm	83 191 129 205
sàng:	129 191 176 205
Xét	176 191 223 205
nghiệm	223 191 270 205
đường	270 191 316 205
máu	316 191 363 205
mao	363 191 410 205
mạch	410 191 457 205
tại	457 191 503 205
giường	503 191 550 205
(một	550 191 597 205
lần);	597 191 644 205
Chấn	33 202 80 219
đoán:	80 202 127 219
E11	127 202 174 219
-	174 202 220 219
Bệnh	220 202 267 219
đái	267 202 314 219
tháo	314 202 361 219
đường	361 202 407 219
không	407 202 454 219
phụ	454 202 501 219
thuộc	501 202 548 219
insulin;	548 202 594 219
(110)	594 202 641 219
Tăng	641 202 688 219
huyết	688 202 735 219
áp	735 202 781 219
vô	781 202 828 219
căn	828 202 875 219
(nguyên	875 202 922 219
phát)	36 221 85 233
1)	59 282 150 302
GLUCOFAST	150 282 241 302
500	241 282 332 302
500mg	332 282 423 302
SL:	771 283 819 300
60	819 283 867 300
Viên	867 283 915 300
Ghi	48 302 101 320
chú	101 302 154 320
Uống:	154 302 207 320
2)	57 319 129 340
KAVASDIN	129 319 202 340
5	202 319 275 340
5mg	275 319 348 340
SL:	771 321 818 337
30	818 321 864 337
viên	864 321 911 337
Ghi	48 340 97 356
chú	97 340 146 356
Uống	146 340 196 356
Cộng	41 359 94 376
khoản:	94 359 148 376
2	148 359 201 376
khoản	201 359 254 376
Lời	42 377 84 391
dặn	84 377 125 391
đơn	125 377 167 391
thuốc:	167 377 209 391
Ngày	42 396 85 410
hẹn	85 396 128 410
tái	128 396 171 410
khám:	171 396 214 410
Ngày	629 423 719 435
03/02/2020	719 423 809 435
Bệnh	83 433 125 447
nhân	125 433 168 447
ký	168 433 211 447
nhận	211 433 254 447
Y,	645 441 675 454
Bác	675 441 705 454
sĩ	705 441 735 454
điều	735 441 764 454
trị	764 441 794 454
NHS.	575 491 641 509
Nguyễn	641 491 707 509
Thị	707 491 774 509
Nguyên	774 491 840 509
Tái	42 530 87 546
khám	87 530 131 546
xin	131 530 175 546
mang	175 530 219 546
theo	219 530 263 546
đơn,	263 530 307 546
xét	307 530 351 546
nghiệm,	351 530 396 546
phim	396 530 440 546
(nếu	440 530 484 546
có)	484 530 528 546
25/12/2021	759 559 854 573
23:55:15	854 559 949 573

TYT	33 52 87 66
XÃ	87 52 140 66
NGUYÊN	140 52 193 66
LÝ	193 52 246 66
Số	483 78 542 97
phiếu	542 78 602 97
26/2020	602 78 662 97
4658398	811 82 896 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 849 137
Nữ	892 126 922 137
65403	664 159 728 171
35	390 160 419 171
35	477 160 503 171
207	567 160 607 171
lần/phút	220 177 279 190
Huyết	279 177 337 190
áp:	337 177 396 190
Mạch:	36 179 94 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 191 83 205
lâm	83 191 129 205
sàng:	129 191 176 205
Xét	176 191 223 205
nghiệm	223 191 270 205
đường	270 191 316 205
máu	316 191 363 205
mao	363 191 410 205
mạch	410 191 457 205
tại	457 191 503 205
giường	503 191 550 205
(một	550 191 597 205
lần);	597 191 644 205
Chấn	33 202 80 219
đoán:	80 202 127 219
E11	127 202 174 219
-	174 202 220 219
Bệnh	220 202 267 219
đái	267 202 314 219
tháo	314 202 361 219
đường	361 202 407 219
không	407 202 454 219
phụ	454 202 501 219
thuộc	501 202 548 219
insulin;	548 202 594 219
(110)	594 202 641 219
Tăng	641 202 688 219
huyết	688 202 735 219
áp	735 202 781 219
vô	781 202 828 219
căn	828 202 875 219
(nguyên	875 202 922 219
phát)	36 221 85 233
1)	59 282 150 302
GLUCOFAST	150 282 241 302
500	241 282 332 302
500mg	332 282 423 302
SL:	771 283 819 300
60	819 283 867 300
Viên	867 283 915 300
Ghi	48 302 101 320
chú	101 302 154 320
Uống:	154 302 207 320
Sáng	372 303 411 321
1	411 303 450 321
Viên	450 303 489 321
Chiều	664 304 705 316
1	705 304 745 316
Viên	745 304 785 316
2)	57 319 129 340
KAVASDIN	129 319 202 340
5	202 319 275 340
5mg	275 319 348 340
SL:	771 321 818 337
30	818 321 864 337
viên	864 321 911 337
Ghi	48 340 97 356
chú	97 340 146 356
Uống	146 340 196 356
Sáng	374 341 410 355
1	410 341 446 355
viên	446 341 483 355
Cộng	41 359 94 376
khoản:	94 359 148 376
2	148 359 201 376
khoản	201 359 254 376
Lời	42 377 84 391
dặn	84 377 125 391
đơn	125 377 167 391
thuốc:	167 377 209 391
Ngày	42 396 85 410
hẹn	85 396 128 410
tái	128 396 171 410
khám:	171 396 214 410
Ngày	629 423 719 435
03/01/2020	719 423 809 435
Bệnh	83 433 125 447
nhân	125 433 168 447
ký	168 433 211 447
nhận	211 433 254 447
Y,	645 441 675 454
Bác	675 441 705 454
sĩ	705 441 735 454
điều	735 441 764 454
trị	764 441 794 454
NHS.	575 491 641 509
Nguyễn	641 491 707 509
Thị	707 491 774 509
Nguyên	774 491 840 509
Tái	42 530 87 546
khám	87 530 131 546
xin	131 530 175 546
mang	175 530 219 546
theo	219 530 263 546
đơn,	263 530 307 546
xét	307 530 351 546
nghiệm,	351 530 396 546
phim	396 530 440 546
(nếu	440 530 484 546
có)	484 530 528 546
25/12/2021	759 559 854 573
23:55:07	854 559 949 573

Khoa	34 56 86 72
Khám	86 56 139 72
bệnh	139 56 192 72
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
27315/2019	642 85 718 114
4730704	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 210
207	573 193 613 210
10829	672 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 219 96 233
Cận	36 238 86 256
lâm	86 238 136 256
sàng:	136 238 186 256
Đo	186 238 236 256
hoạt	236 238 286 256
độ	286 238 336 256
ALT	336 238 386 256
(GPT)	386 238 436 256
(Máu),	436 238 486 256
Đo	486 238 536 256
hoạt	536 238 586 256
độ	586 238 636 256
AST	636 238 686 256
(GOT)	686 238 736 256
(Máu),	736 238 786 256
Định	786 238 836 256
lượng	836 238 886 256
Cholesterol	886 238 936 256
toàn	34 256 93 274
phần	93 256 152 274
(máu),	152 256 211 274
Định	211 256 271 274
lượng	271 256 330 274
Creatinin	330 256 389 274
(máu),	389 256 448 274
Định	448 256 507 274
lượng	507 256 567 274
Glucose	567 256 626 274
(Máu),	626 256 685 274
Định	685 256 744 274
lượng	744 256 803 274
HbAIc	803 256 863 274
(Máu)	863 256 922 274
Định	36 274 106 293
lượng	106 274 176 293
HDL-C	176 274 246 293
(High	246 274 315 293
density	315 274 385 293
lipoprotein	385 274 455 293
Cholesterol)	455 274 525 293
(Máu),	525 274 594 293
Định	594 274 664 293
lượng	664 274 734 293
Triglycerid	734 274 803 293
(máu)	803 274 873 293
(Máu)	873 274 943 293
Định	36 291 84 310
lượng	84 291 131 310
Urê	131 291 178 310
máu	178 291 226 310
[Máu],	226 291 273 310
Tổng	273 291 321 310
phân	321 291 368 310
tích	368 291 415 310
nước	415 291 463 310
tiểu	463 291 510 310
(Bằng	510 291 557 310
máy	557 291 605 310
tự	605 291 652 310
động);	652 291 700 310
Chẩn	36 310 82 328
đoán:	82 310 128 328
E11	128 310 175 328
-	175 310 221 328
Bệnh	221 310 267 328
đái	267 310 313 328
tháo	313 310 359 328
đường	359 310 405 328
không	405 310 451 328
phụ	451 310 497 328
thuộc	497 310 543 328
insulin	543 310 589 328
1)	60 414 155 440
MEGLUCON	155 414 250 440
TAB	250 414 344 440
850MG	344 414 439 440
3X10'S	439 414 534 440
850mg	534 414 628 440
SL:	781 414 831 437
62	831 414 881 437
Viên	881 414 931 437
Ghi	44 438 88 462
chú	88 438 131 462
Uống	131 438 175 462
sau	175 438 218 462
khi	218 438 261 462
ăn:	261 438 305 462
Chiều	675 440 714 457
1	714 440 753 457
Viên	753 440 793 457
Sáng	380 442 418 460
1	418 442 456 460
Viên	456 442 494 460
Cộng	43 468 97 485
khoản:	97 468 151 485
1	151 468 205 485
khoản	205 468 259 485
Lời	43 489 85 507
dặn	85 489 127 507
đơn	127 489 169 507
thuốc:	169 489 211 507
Ngày	43 513 94 535
hẹn	94 513 146 535
tái	146 513 197 535
khám:	197 513 248 535
Thứ	248 513 300 535
ba,	300 513 351 535
04/06/2019	351 513 402 535
Ngày	636 547 726 566
04/05/2019	726 547 815 566
Bệnh	85 565 128 582
nhân	128 565 172 582
kỳ	172 565 215 582
nhận	215 565 259 582
Y,	650 572 680 589
Bác	680 572 710 589
sĩ	710 572 740 589
điều	740 572 771 589
trị	771 572 801 589
BSCKI.	590 637 642 664
Vũ	642 637 693 664
Thị	693 637 744 664
Hồng	744 637 796 664
Hà	796 637 847 664
Tái	43 693 88 713
khám	88 693 132 713
xin	132 693 177 713
mang	177 693 222 713
theo	222 693 267 713
đơn,	267 693 311 713
xét	311 693 356 713
nghiệm,	356 693 401 713
phim	401 693 446 713
(nếu	446 693 490 713
có)	490 693 535 713
13/05/2021	773 730 865 746
16:56:01	865 730 957 746

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
31345/2019	642 85 718 114
4702714	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 210
207	573 193 613 210
08305	669 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 238 90 256
lâm	90 238 144 256
sàng:	144 238 198 256
Định	198 238 252 256
lượng	252 238 306 256
Glucose	306 238 360 256
[Máu];	360 238 414 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 358 155 385
MEGLUCON	155 358 250 385
TAB	250 358 344 385
850MG	344 358 439 385
3X10'S	439 358 534 385
850mg	534 358 628 385
SL:	782 361 831 382
60	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 97 479
hẹn	97 458 151 479
tái	151 458 205 479
khám:	205 458 259 479
Thứ	259 458 313 479
năm,	313 458 367 479
20/06/2019	367 458 421 479
Ngày	636 494 726 512
21/05/2019	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	603 588 660 609
Hoàng	660 588 717 609
Thị	717 588 773 609
Hường	773 588 830 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
30/05/2021	771 677 865 693
22:05:22	865 677 960 693

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 113
phiếu	565 85 642 113
27317/2019	642 85 718 113
4734400	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	481 193 509 209
206	573 193 615 210
92228	669 193 736 210
35	394 194 423 210
2	328 196 344 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 358 155 385
MEGLUCON	155 358 250 385
TAB	250 358 344 385
850MG	344 358 439 385
3X10'S	439 358 534 385
850mg	534 358 628 385
SL:	782 361 831 382
62	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 94 479
hẹn	94 458 146 479
tái	146 458 197 479
khám:	197 458 248 479
Thứ	248 458 300 479
ba,	300 458 351 479
04/06/2019	351 458 402 479
Ngày	636 494 726 512
04/05/2019	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BSCKI.	590 584 642 609
Vũ	642 584 693 609
Thị	693 584 744 609
Hồng	744 584 796 609
Hà	796 584 847 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
30/05/2021	771 677 865 693
21:59:57	865 677 960 693

TRẠM	32 61 85 79
Y	85 61 138 79
TẾ	138 61 191 79
XÃ	191 61 244 79
TRUNG	244 61 297 79
LƯƠNG	297 61 350 79
Số	481 94 551 120
phiếu	551 94 620 120
1929/2021	620 94 690 120
4814757	813 103 891 118
TOA	336 121 443 151
THUỐC	443 121 550 151
BHYT	550 121 657 151
Nữ	888 157 919 173
Nam	806 159 849 171
26584	662 201 726 218
GB	239 203 275 218
35	388 203 417 218
35	473 203 501 218
206	565 203 604 218
4	323 204 339 216
mmHg	586 225 647 245
Thân	647 225 709 245
nhiệt:	709 225 771 245
lần/phút	217 226 276 243
Huyết	276 226 335 243
áp:	335 226 394 243
Mạch:	32 228 91 243
Cận	31 245 73 265
lâm	73 245 116 265
sàng:	116 245 159 265
Chẩn	32 263 73 282
đoán:	73 263 115 282
I10	115 263 157 282
-	157 263 199 282
Bệnh	199 263 240 282
lý	240 263 282 282
tăng	282 263 324 282
huyết	324 263 366 282
áp;	366 263 407 282
(J02)	407 263 449 282
Viêm	449 263 491 282
họng	491 263 533 282
cấp	533 263 574 282
1)	55 370 147 395
PAMLONOR	147 370 240 395
5mg	240 370 332 395
SL:30	771 370 845 390
Viên	845 370 919 390
Ghi	42 393 96 413
chú	96 393 150 413
uống	150 393 204 413
Sáng	373 396 411 415
1	411 396 448 415
Viên	448 396 486 415
2)	55 418 140 443
FABAMOX	140 418 224 443
500	224 418 308 443
500mg	308 418 393 443
SL:	771 420 820 440
20	820 420 868 440
Viên	868 420 917 440
Ghi	42 440 96 464
chú	96 440 150 464
Uống:	150 440 204 464
Chiều	666 443 706 460
2	706 443 745 460
Viên	745 443 784 460
Sáng	373 444 410 465
2	410 444 447 465
Viên	447 444 485 465
3)	55 466 148 491
PARTAMOL	148 466 241 491
TAB.	241 466 334 491
500mg	334 466 427 491
SL:	771 468 820 488
10	820 468 868 488
Viên	868 468 917 488
Ghi	42 491 96 512
chú	96 491 150 512
uống:	150 491 204 512
Chiều	666 491 706 509
1	706 491 746 509
Viên	746 491 786 509
Sáng	373 495 411 512
1	411 495 448 512
Viên	448 495 486 512
Cộng	39 521 92 538
khoản:	92 521 145 538
3	145 521 198 538
khoản	198 521 251 538
Lời	38 541 80 561
dặn	80 541 123 561
đơn	123 541 166 561
thuốc:	166 541 208 561
Ngày	39 568 82 585
hẹn	82 568 126 585
tái	126 568 169 585
khám:	169 568 213 585
Ngày	627 601 715 618
14/12/2021	715 601 803 618
Bệnh	80 618 123 635
nhân	123 618 166 635
ký	166 618 210 635
nhận	210 618 253 635
Y,	640 625 671 643
Bác	671 625 701 643
sĩ	701 625 732 643
điều	732 625 762 643
trị	762 625 793 643
YS.	616 693 661 714
Trần	661 693 706 714
Thị	706 693 752 714
Tình	752 693 797 714
Tái	38 746 83 766
khám	83 746 128 766
xin	128 746 173 766
mang	173 746 219 766
theo	219 746 264 766
đơn,	264 746 309 766
xét	309 746 354 766
nghiệm,	354 746 400 766
phim	400 746 445 766
(nếu	445 746 490 766
có)	490 746 535 766
04/01/2022	762 785 854 800
22:46:59	854 785 946 800

1/1	76 26 148 54
LHANG	201 56 273 71
Số	489 85 560 114
phiếu	560 85 631 114
2834/2018	631 85 702 114
4812645	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	813 149 861 165
